MBKOM;NAKOM;SNKOM;RBGR;ADKOM
1000871;PLANSEE TIYIT AUSTRIJA;PLANSEE;00001;PLOCICE
0000168;STUZR E-COM PAL 330-50000113-65;COM;00159;
0000169;FUTURA TREND BEOGRAD;FUTURA;00159;
1006060;AVRAMOVIC MOMCILO;MOMCILO;02450;
0000170;PNEUM-BELT DOO 155-16605-53;PNEUM BELT;01759;KNJAZEVACKA 28
1001222;LOLA -OTKOVAKA;LOLA OTKOVAKA;00159;Ive Lole Ribara bb
1001223;LOLA FMO;LOLA FMO;00159;ZELEZNIK
0000171;AUTOPREVOZNIK ZIVKOVIC NEBOJSA V PLANA;AUTOPREVOZNIK;02895;
0000173;COOLAIR BEOGRAD;COOLAIR;00159;
0000174;STR MERKUR PALANKA;MERKUR;02450;
0000175;TD AUTO PALANKA;TD AUTO;02586;
0000176;BRACA VESELINOVIC LESEVO;BRACA VESELINOVIC;01261;
1002224;ZASTAVA KOVACNICA;ZASTAVA KOVACNICA;01255;
1000872;UNIONSTAHL NEMACKA;UNIONSTAHL;00001;NEMACKA
0000177;BRAVAR ADA;BRAVAR;00001;
0000178;POBEDA ARMATURE N SAD;POBEDA;01796;
7155175;DRINSKE HIDROLEKTRANE BAJINA BASTA;BAJINA BASTA;00061;
0000179;REVANS KOMERC SMEDEREVO;REVANS KOMERC;02449;
0000180;DATA DYNAMICH BEOGRAD;DATA;00159;
0000195;AUTOSERVIS PAJA  PALANKA;AUTOSERVIS PAJA;02450;
0000196;INEHX HOTEL TARA BAJINA BASTA;INEX HOTEL TARA;00061;
0000197;PPT ZGLOBNI LEZAJEVI LEPOSAVIC;PPT ZGLOBNI LEZAJE;01410;
0000198;IKARBUS;IKARBUS;03120;ZEMUN
0000199;PAPIRPAK;PAPIRPAK;00440;PRELJINA
0000200;PANTIC MILOSAV;PANTIC;01354;KUPUSINA
0000191;GARDEN CENTAR BEOGRAD;GARDEN CENTAR;00159;
0000201;BAN I KOMPANIJA PALANKA;BAN;02450;
0000202;SPECIJ-BOLNICA ZA REH BANJA KOVILJ;SPEC;00086;
0000302;BEOGRADSKI SAJAM BEOGRAD;SAJAM;00159;
0000301;IPS GIF  & BAG SKOP BEOGRAD;IPS GIGT & BAG SKO;00159;
1000890;JOVIC-NEMACKA;JOVIC;00159;
0003000;GRAFOS;GRAFOS;02450;J. Torbice 20
0000204;CIKOMGAL NIS;CIKOMGAL;01759;
0000205;FAKULTET ORG NAUKA BEOGRAD;FAKULTET ORG NAUK;00159;
0000206;GRADSKI ZAVOD ZA VESTACENJE BEOGRAD;GRADSKI ZAVOD ZA V;00159;
0000207;DEVIC PP PALANKA;DEVIC;02450;
0000208;"SCHENKER DOO 265-1100310000121-74;";SCHENKER;00159;TRECA LOGISTICKA 1
0000209;SARTID PRAH SMEDE 170-2158-39;SARTID PRAHAL;02449;
0000211;ALEX TRAVEL PALANKA;ALEX;02450;
0000212;HOTEL IZVOR ARANDJELOVAC;HOTEL IZVOR;00022;
0000213;SAMPRO ZEMUN;SAMPRO;03120;
1002001;PIM BAGEROVANJE I VODNI TRANSPORT;PIM;00159;
0000210;MICA TRANSPORT BEOGRAD;MICA TRANSPORT;00159;
0000214;TISA NOVI KNEZEVAC;TISA;01791;
0000215;HOLIDAY KRAGUJEVAC;HOLIDAY;01255;
0000216;FAKULTET TEHNICKI NAUKA NOVI SAD;FAKULTET;01796;
0000219;AUTOPREVOZNIK MILISEVIC SRBOLJUB KUSADAK;AUTOPREVOZNIK;01357;
0000221;18 SEPTEMBAR  BEOGRAD;18 SEPTEMBAR;00159;
0000222;USTANOVA STUDENTSKO OPORAVIL PINOSAVA;USTANOVA STUDENTSK;00159;
0000223;LEVI STR RANCIC;LEVI;02450;
1000873;HEPOS SKOPLJE;HEPOS;02419;
0000224;INTESSA BANKA;INTESSA BANKA;01255;
1000876;AGFA NDT KRAUTKRAMER NEMACKA;KRAUTKRAMER;00159;
0000225;RACUNOVODSTVENI INFORMATOR BEOGR;RACUNOVODSTVENI IN;00159;
0000226;ALEGRO BEOGRAD;ALEGRO;00159;
0000227;PPT NAMENSKA TRSTENIK;PPT NAMENSKA;02801;
0000228;A M ANTIKA ZEMUN;ANTIKA;03120;
1002068; PANONSKE ELEKTRANE TE TO NOVI SAD;SAD;01796;
0000229;MISS TRGO PALA 260-116010003201-06;MISS;02450;
0000230;FEROPRODUKT KOVIN;FEROPRODUKT;01248;
0000231;AJA PALANKA;AJA;02450;
0000232;REMA DOO BEOGRAD;REMA;00159;
0000233;JUGOSLOVENSKO DR ZA TRIBOLOGIJU  KRAGUJE;JUGOSLOVENSKO;01255;
0000235;HEMIX VALJEVO 180-0001720101330-29;HEMIX;02862;
0000236;MAXSOJENEX BEOGRAD;MAXSOJENEX;00159;
0000237;PRINT SHOP 170-0050020543000-05:;PRINT SHOP;02450;D.ANASTASIJEVICA 25
0000238;CENTAR ZA PRIM PSIHOLOGIJU BEOGRAD;CENTAR ZA PRIM PSI;00159;
0000239;EURO-TRANS SMEDEREVO;EURO-TRANS;02449;
1006000;JP PK KOSTOLAC UG.BR. 3-0005/02;KOSTOLAC;01232;
1006001;JP PK KOSTOLAC UG. BR. 3-0019/02;KOSTOLAC;01232;
1000880;WAHLE NEMACKA;WAHLE;00001;NEMACKA
1000960;IPRO METALKA;IPRO;00001;SLOVENIJA
0000365;LIVNICA POZEGA 205-108227-66;LIVNICA;02099;
1006002;TEHNOLIV KOMERC;TE;02917;
0000352;ABBA D.O.O. 170-343-52;ABBA;00159;BULEV.MIHAJLA PUPINA 169
0000353;SUMARSKI FAK  KOM BAN;SUMARSKI;00159;
0000356;DINAMIC PRODUCTS BEOGRAD;DINAMIC;00159;
0000354;ALFA COMMERCE SABAC;ALFA;02625;
0000358;PRIRO MATEMATICKI FAKUL INS ZA FIZ N SAD;FAKULTET;01796;
0000359;ZR JELA COPOT  310-205125-12;JELA;02471;
7012994;JUGOPETROL SMEDEREVO;JUGOPETROL;02449;
0000351;LIPA PALANKA;LIPA;02450;
0000342;DOO IZOPAN BEOGRAD;IZOPAN;00159;
0000361;AUTO SERVIS PLUS BEOGRAD;AUTO SERVIS PLUS;00159;
1006003;MILEKS;MILEKS;03038;FDS
0000362;S.A.B BEOGRAD;S.A.B.;00159;
0000363;STEM METAL SZR RASKA;STEM METAL;02237;
0000364;AUTOPREVOZ ZEMUN;AUTOPREVOZ;03120;
1006004;JP PK KOSTOLAC-bunkeri;KOSTOLAC;01232;nikola tesla
0000369;JUGOALAT OZUBLJENJE N SAD;JUGOALAT;01796;
0000340;PRIVREDNA KOMORA SRBIJE 190-1360-78;KOMORA;00159;RESAVSKA 13-15
0000341;BD & B NOVI BEOGRAD;BD & B;00159;
0000343;MODENA UGOSTITELJSKA  BEOGRAD;MODENA;00159;
0000344;SZR REMETAL NOVI SAD;REMETAL;01796;
0000345;PANTERING 160-32658-72 VALJEV;PANTERING;02862;
0000346;ALFA SOPOT  310-166730-58;ALFA;02471;
0000347;ASTACO BEOGRAD;ASTACO;00159;
0000348;STR IZBOR PALANKA;IZBOR;02450;
0000349;POLITIKA BEOGRAD;POLITIKA;00159;
0000350;MORAVA PALANKA;MORAVA;02450;
0000360;SIMEX TRADE BEOGRAD 310-150209-54;SIMEX;00159;
0000367;AGENCIJA MM &B PALANKA;MM;02450;
0000366;TRANSPORTSPED BEOGRAD;TRANSPORTSPED;00159;
0000370; PETROVIC BEOGRAD  160-159058-45;PETROVIC;00159;
0000371;EI ERA ZEMUN;ERA;03120;
0000372;ELKOK KOSJERIC;ELKOK;01220;
1006005;JP PK KOSTOLAC UG. BR. 3-0008/02;KOS;01232;
1006006;JP EPS Ogranak TE-KO Kostolac;KOST;01232;
0000368;AUTOPREVOZNIK MATOVIC MILADIN LJIG;AUTOPREVOZNIK;01470;
1000970;MAERZ;MAERZ;00001;AUSTRIJA
1000961;komp.za fosfateAL-KAIM;AL-KAIM;00001;IRAK
1000963;HK-WEZEIRZH;WEZERRIZH;00001;IRAK BAGDAD
0000373;"ENEL DOO 170-425-97;";ENEL;02862;VASILIJA PAVLOVICA 10
1007000;MILOS MITROVIC;MILOS;02895;V.MISICA 1
0000420;GALIJA PALANKA;GALIJA;02450;
0000421;CINI CACAK  155-463-76;CINI;00440;
0000789;PAL-PLAST PALANKA;PAL PLAST;02450;
0000788;GORNJA JASENICA JARMENOVCI;GORNJA JASENICA;01016;
1000972;SIKULJE I DUBRAVE;SIKULJE;00001;BOSNA
1007001;VIC AZANJA;VIC;00030;
1007002;TALIJAN PREDRAG;PREDRAG;02450;
0000765;G EXPERT INTERNATIONAL BEOGRAD;INTERNATIONAL;00159;
0000756;ILR ELEKTROOPREMA OBRENOVAC;ILR;01817;
0000755;FLES VUCKOVIC NEBOJSA PALANKA;FLES;02450;
1000980;MIOLMA;MIOLMA;00001;SVAJCARSKA
0000652;MASINSKI FAKULTET KRAGUJEVAC;FAKULTET;01255;
0000532;SUR PROLECE 265-6650310000262-31;PROLECE;02450;JEVTICEVA 7
0000472;PESTAN ARANDJELOVAC;PESTAN;00022;
0000428;SONIRREX FUTOG;SONIREX;00753;
0000432;AUTO SERVIS DETAILERS PA 330-50000836-30;AUTO SERVI;02450;
0000433;BANI BEOGRAD;BANI;00159;
0000434;BAJA TOURS BGD 205-84250-23;BAJA;00159;
0000425;BLUMEN BEOGRAD;BLUMEN;00159;
0000426;DP ELEKTROKOVINA BEOGRAD;ELEKTROKOVINA;00159;
0000427;SR FI-MA SOPOT;FI-MA;02471;
0000429;METALKA BEOGRAD;METALKA;00159;
0000430;JUGOINSPEKT NOVI SAD;JUGOINSPEKT;01796;
1000982;SEDING-M;SEDING;00159;BEOGRAD
0000082;MIKOM BEOGRAD;MIKOM;00159;
0000482;PENAZZ TOPOLA;PENAZZ;02753;
1000984;R-TOURS;R-TOURS;00159;KIPAR
1005019;BEOGAS-AQVATERM  290-1460-31;BEOGAS;00159;
0000580;KONI PALANKA;KONI;02450;
0000628;PLODOPROM BEOGRAD;PLODOPROM;00159;
0000623;JOMI BEOGRAD;JOMI;00159;
0000624;SZUR BOBI PALANKA 160-23000-43;BOBI;02450;
0000625;FLUKS BEOGRAD;FLUKS;00159;
0000384;DR BUKOVIC BEOGRAD;BUKOVIC;00159;
0000535;RADOJEVIC TRANSPORT SRBOBRAN;RADOJEVIC;02487;
1070001;NIKOLIC DRAGI;DRAGI;02198;
0000435;STO POSTO BEOGRAD;STO POSTO;00159;
0000436;VEMA NOVI SAD;VEMA;01796;
0000437;UNICOM BEOGRAD;UNICOM;00159;
0000438;AUTOPREVOZNIK SAVIC SRBOLJUB PALANKA;AUTOPREVOZNIK;02450;
1000973;ALSTOM;ALSTOM;00001;NEMACKA
1000974;TEKSARO;TEKSARO;00001;KIPAR
0000439;MINI PROM PALANKA;MINI;02450;
1007101;KOPAONIK KRALJEVO;KRALJEVO;01261;
0000458;"IBP TERMOTEHNIKA D.O.O. 205-7568-82;";TERMOTEHNIKA;00159;NEHRUOVA 56/15
0000462;MBN UNION BEOGRAD;UNION;00159;
1007004;JUGOROSGAZ;JUGO;00159;
1070000;BLUMENAUER;BLUMENAUER;00159;
0000735;AUTOPREVOZNIK GLISIC MILORAD;AUTOPREVOZNIK;02450;
0000738;AUTOPREVOZNIK UROSEVIC DEJAN;AUTOPREVOZNIK;02450;
0000723;AS TRANS NOVI SAD;AS TRANS;01796;
0000486;SZR PRENOS PETROVARADIN;PRENOS;01975;
0000487;GLASARIJUM BEOGRAD;GLASARIJUM;00159;
0000473;HOTEL SIRMIUM S MITROVICA;HOTEL SIRMIUM;02498;
7150013;RAPP ZASTAVA;RAPP;01255;
0000463;FAKULTET GEOLOSKI BEOGRAD;FAKULTET;00159;
1016000;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;03049;
0000733;SRBIJA TURIST NIS;SRBIJA TURIST;01759;
1008000;BRAVARSKO-LIMARSKA I AUTOLAKIR. RADNJA;RADNJA;02450;
0000643;NEXEL SUBOTICA;NEXEL;02586;
0000736;TRGO-KABEL JAGODINA;TRGO-KABEL;02098;
1008004;FOND ZA RAZVOJ REPUBLIKE SRBIJE;REP;00159;
0000793;"KOLUBARA UNIVERZAL 170-30018911000-30;";KOLUBARA;02902;KOSMAJSKA bb
0000627;EXPANS BEOGRAD 175-3002555-29;EXPANS;00159;
0000676;PPT PETOLETKA AD BEOGRAD;PETOLETKA AD;02801;
6024258;hk-vp 3793 tivat;HK-VP TIVAT;00001;
1001122;MONTAZA-DJERDAP;MONTAZA-DJERDAP;01139;
0002030;JAMA DOO 355-1034982-55;JAMA;02450;MAJORA GAVRILOVICA BB
0000932;VREMEPLOV DOO;VREMEPLOV;00159;VIDIKOVACKI VENAC 104g/74
0000933;BLEKER SOPOT 40813-685-5-186168;BLEKER;00159;
0000934;FENIKS 330-50000826-60;FENIKS;02450;
0000942;RESTORAN KRUSEVAC SUR MARKOVIC BEOGR;RESTORAN;00159;
0000792;"ASTRA-HAM D.O.O. 165-18610-87;";ASTRA;02625;SVETOG SAVE 1
0000683;BIMAX PANCEVO 160-10482-58;BIMAX;01927;
0000692;BIMID BEOGRAD;BIMID;00159;
0000691;KOM-KOMERC BEOGRAD;KOM;00159;
1080004;VLAJIC ZIVORAD;VLAJIC;02450;
0000632;EKOZASTITA BEOGRAD 40803-603-2-32837;EKOZASTITA;00159;
0000637;RB PP  BGD 220-7049-91;RB;00159;
0000617;TANTRADE BGD 110-1026010000547-80;TANTRADE;00159;
0000618;JUGOINSPEKT BGD 40804-601-2-5048571;JUGOINSPEKT;00159;
0000631;"PAN COMMERC OBRENOV 40807-601-8-2513807;";PAN;01817;
0000635;MAG METAL TRS 150-3200310000260-55;MAG;02801;
0000634;JEEP COMERC BEOGR 40815-601-3-3615169;JEEP;00159;
0000639;PLODOPROM BEOG 40812-601-5-226878;PLODOPROM;00159;
0000636;COMTECH PALA 43300-685-5-2040120;COMTECH;00159;
1009001;STAMPARIJA STANKOVIC;STANKOVIC;02450;
0000651;FORBBEL BEOGR 40812-601-8-3551499;FORBBEL;03212;
1006007;JP PK KOSTOLAC Ug. br. 3-0031/02;KOS;01232;
1006008;JP PK KOSTOLAC Ug.br. 3-0028/02;K;01232;
0000762;MONTPROJEKT BEOG 170-461-86;MONTPROJEKT;00159;
0000763;elektrokim;ELEKTROKIM;02586;
1006009;JP PK KOSTOLAC Ug.br. 3-0042/02;KOSTOLAC;01232;
1006010;JP PK KOSTOLAC UG. BR. 3-0046/02;K;01232;
1006011;JP PK KOSTOLAC Ug. br. 3-0041/02;K;01232;
0000962;NARVIK HOTEL KIKINDA 45500-601-4-2869;NARVIK;01132;
0000961;SKY PASS BEOGR 40804-601-8-3505600;SKY;00159;
0000964;EI FERITI ZEMUN 40805-601-0-5055146;EI FERITI;03120;
0000967;DRASLAR BEOGR 145-23-03;DRASLAR;00159;
0000682;LINK GROUP BGD 40815-603-1-40136;LINK;00159;
0000827;AUTOPREVOZNIK DJURDJEVIC MILOS;AUTOPREVOZNIK;02450;
1007011;ZASTAVA RESAVICA;ZASTAVA;02268;
0107012;MZ BRESJE;BRESJE;02895;
0000673;COMTECH DJURDJ MI 160-38849-26;COMTECH;02450;
0000675;SUDSKI TUMAC ZA ENGL;SUDSKI;02450;
0000678;AUTOPREVOZNIK RISTIC SRDJAN;AUTOPREVOZNIK;02450;
0000633;TERMOTEHNA CACAK 41300-604-0-411;TERMOTEHNA;00440;
0000674;STKR A.S PALANK 43300-685-2-2040547;A.S;02450;
0000658;RITAM INZINJERI ZEMU 40805-601-4-3582256;RIT;00159;
0008754;IB BLUMENAUER FRASDORF NEMACKA;IB BLUMENAUER;00159;NEMACKA
0000893;STYLOS BEOGR 40801-604-5-70877;STYLOS;00159;
0000581;MIZONA PALANK 43300-685-8-2040589;MIZONA;02450;
0000583;HEMIGUM PLAST BGD 40803-601-2-2700030;HEMIGUM PLAST;00159;
0000571;MT KOMEX D.O.O. 155-32404-89;MT KOMEX;00159;OSLOBODJENJA 22B
0000584;VODOTERMIKA C TRA 40811-620-1-495-50200-;VODOTERMIKA;00431;
1008754;IB BLUMENAUER FRASDORF NEMACKA;IB BLUMENAUER;03252;NEMACKA
1008755;MARPOS ITALIJA;MARPOS;00159;
1008756;KERN MESSTECHNIK ALLIMAND NEMACKA;KERN MESSTECHNIK;00159;
1009999;KLINGELNBERG NEMACKA;KLINGELNBERG;03252;
1009955;STOCKCOMPANY KIPAR;STOCKCOMPANY;00159;KIPAR
0000739;MANSPROM BGD 40812-601-4-141340;MANSPROM;00159;
0000729;MINEL FAD BGD 40803-601-6-3036500;MINEL;00159;
1000975;NIZNI TAGIL-pretovarivac;NIZNI TQGIL;03229;rusija
1000977;EPM REK BITOLA;EPM REK BITOLA;00001;MAKEDONIJA
1000985;MOST SLOBODA-N.SAD;MOST SLOBODA;01796;NEMACKA
0000921;CENTAR ZA KULTURU PALA 43300-603-9-20001;CENTAR;02450;
0000864;UNO PRESS BGD 40816-601-6-628590;UNO;00159;
0000863;JUGOCELIK SMED 43200-601-9-25760;JUGOCELIK;02449;
1000988;CAMBERLEY TRADING;CAMBERLEY;00001;MOSKVA RUSIJA
0000783;MAG PROMET KRU 260-0026010008008-03;MAG;01325;
0000791;PRIMERA NIS 145-457-59;PRIMERA;01759;
0000782;PERIHARD INZINJ BGD 40803-601-2-3125390;PERI;00159;
0000764;BEOHARTBGD 40805-601-7-2125460;BEOHART;00159;
1000991;LOESCHE-BEOCIN;BEOCIN;00158;NEMACKA
1007009;SRBA MILOSEVIC;SRBA;02450;44
0000991;"DAM 93 DOO  150-615-39;";DAM 93;00837;RUDNICKA 12
0000992;DOO NOVUM KIKINDA 265-28103100000-77;NOVUM;01132;SVETOSAVSKA 142
1007010;16.OKTOBAR;K;02449;
0000987;ENERGOGAS BGD 205-12295-63;ENERGOGAS;00159;
0000939;STIL STR RAD BRUS 205-68634-20;STIL;00354;
0000936;"STKR DAMBO  265-6650310000238-06;";DAMBO;02450;20 JULI 5/2
0000971;OBO BETTERMANN N SAD 335-1326-57;BETTERMANN;01796;
0000973;CERTLAB.CO PANCEVO 355-101512-083;CERTLAB;01927;
0000974;STR L ARCOBALENO PAL 355-1024681-15;L ARCOBALENO;02450;
1234567;IGUS NEMACKA;IGUS NEMACKA;00159;
0000963;FORTRADE NIS 260-0176010009108-27;FORTRADE;01759;
0000977;FAMINEX BEOGRAD 205-9400-18;FAMINEX;00159;
1007019;NESA FRAJKOR;NESA;02450;
0000981;TGT LAZAREVAC 160-61445-41;TGT;01389;
1008800;JP EPS Ogranak TE-KO Kostolac;K;01232;
0000983;S.P.B ARANDJELOVAC 225-5199-81;S.P.B;00022;
1001150;NELSON;NELSON;00001;
1006015;JP KOLUBARA TAMNAVA ZAP. POLJE 13-13/01;K;01389;
0000994;DJERDAP TURIST KLAD 180-0180960101110-45;DJERDAP;01139;
0000997;KRISTALSO BEOGRAD;KRISTALSO;00159;
0000993;SZR ELEKTROCENTR MS 200-2544760201887-51;ELEKTROCENTAR;02450;JASENICKA bb
0000995;METALELEKTRO GT MA ZV 160-6574-45;METALELEKTRO;01565;
0000996;TERMOHEMIJA doo 265-1630310005039-33;TERMOHEMIJA;00159;PANCEVACKI PUT 68a
7264012;MIN KOVACNICA 160-8119-66;KOVACNICA;01759;
0000937;LAMPONE N SAD 335-619-44;LAMPONE;01796;
0000978;CURE EXPORT-IMP BLA 260-0176010009887-18;CURE;00203;
0000976;POSLOVNI BIRO BGD 205-5707-39;POSLOVNI;00159;
0000975;NP SITEM PALAN 330-50000025-38;NP;02450;
0000968;JP EPS Ogranak Kolubara Lazarevac;KOLUBARA;01389;
0000398;BOTOS ADA 335-4547-94;BOTOS;00001;
0000694;SZR AUTO SERVI SLAVISA 195-6490-80;AUTO;02450;
0000693;ZAV ZA ZDR ZAST RAD NIS 840-658661-35;ZAVOD;01759;
0000621;O D VLASIC CACAK 125-706-18;VLASIC;00440;
0000626;GORAN PANC 160-46394-89;GORAN;01927;
0000072;AD LUKA DUNAV PAN 160-9650-32;LUKA;01927;
0000073;TEPSIC POZAR 205-29940-90;TEPSIC;02098;
0000074;ADVOKAT DRAGAN JOVANOVIC 160-163163-49:;ADVOKAT;02450;SVETOG SAVE 19/1
0000076;REPUBLICKI GEODETSKI ZAV PAL 840-7423-;ZAVOD;02450;
0000077;DJINI CACAK 155-463-76;DJINI;00440;
0000078;TSC PLANA 245-49572101036-34;TSC;02895;
0000079;TERMOINZINJERING PAN 305-10000001546-18;TERMOINZINJERING;01927;
0000089;TOP PLAST BGD 225-1103-50;TOP;00159;
0000931;AUTOPR BLAZIC V 260-1169990000002-89-160;AUTOPREVOZNIK;03049;
0000273;MT KOMEX RA 180-0204410101000-88;KOMEX;02225;
0000338;PLANA TURS PLAN 205-29471-42;LANA TURS;02895;
0000099;FABRIKA VAGONA KRA 160-12456-53;FABRIKA VAGONA;01261;
0000871;MIN NISMONT NIS 355-1007851-65;NISMONT;01759;
0000781;TRANSLOG BGD 205-6389-30;TRANSLOG;00159;
0000832;UZICE RESTORAN 220-1652-83;RESTORAN;02739;
0000833;KRAGUJ BATOCINA 150-797-75;KRAGUJ;00116;
1006012;JP PK KOSTOLAC Ug.br. 3-0048/02;KOS;01232;nikole tesle 5
0000601;INOS KOMERC 40812-601-2-586372;INOS;00159;
0000988;SUR GRIL-LOTOS PAL 160-53124-75;GRIL;02450;
0000998;MIKROMOTOR BGD 345-5000780430001-86;MIKROMOTOR;00159;
1007012;BISERKA RALEVIC;BISA;02450;
0000689;SEZAMPRO BGD 180-0208990101000-36;SEZAMPRO;00159;
0000088;TRANSPED N SAD 345-5000811709801-38;TRANSPED;01796;
1001170;MITRANS-SLOVENIJA;MITRANS;00001;SLOVENIJA
1001169;TERRA INTERNATIONAL;TERRA;00001;TURSKA
1001168;DEFAG MARKETNG;DEFAG;00001;AUSTRIA
1001167;FENIX-STAHL NEMACKA;FENIH NEMACKA;00001;CESKA
1001190;KVT-NEMACKA;KVT;00001;NEMACKA
1001166;SALZGITER NEMACKA;SALZGITER NEMACKA;00001;NEMACKA
0000098;ELEKTROKOMERC KRAG 160-13581-73;ELEKTROKOMERC;00001;
1111112;ELEKTROSTOPANSTVO MAKEDONIJA;ELEKTROSTOPANSTVOA;00159;
1111111;YALE NEMACKA;YALE NEMACKA;00159;
0000087;OZ JASENICA PAL 160-11618-45;OZ;02450;
0000086;"AS AUTOSSAMM d.o.o.325-9500700025174-42;";AUTOSSAMM;02895;DESPOTA STEFANA 44
1005555;NATIONAL R&D INSTITUTE RUMUNIJA;NATIONAL R&D RUMUN;00159;
1004444;STUWE;STUWE;00159;
0001111;UNITEH SMEDEREVO 280-2200310000117-22;UNITEH;02449;
0001112;CONTE SIMPRAGA BGD 160-121058-70;CONTE;00159;
0000687;SZTR CD BURN PAL 220-4129-24;BURN;02450;
0000688;INTERMETALIK BGD 260-0016010001264-12;INTERMETALIK;00159;
0000686;TRGOMETAL BGD 255-0001940101000-97;TRGOMETAL;00159;
0000684;PIROS KOMERC SMEDE 205-45726-68;PIROS;02449;
1002222;NELKI GRUP BG 340-22673-05;NELKI;00159;
1002223;FIO KOSTOLAC 160-156486-98;FIO;01232;
1002225;METROPOL TRAVEL 205-13540-14;METROPOL;00159;
1002226;EUROSPED DOO 220-2008-82;EUROSPED;03120;APATINSKA 4/6/II
0002229;M & D TRNOVCE  160-22123.55;M;03210;
1555555;STROMAG ANTRIEBSTECHNIK GMBH;STROMAG ANTRIEBSTH;00159;
0001107;BGA BGD 290-1460-31;BGA;00159;
1001200;GIDROMAS SERVIS MOSKVA-MOSTNA DIZALICA;GIDROMAS SERVIS MO;00001;55
1001201;NIZNJI TAGILJ-HIDROPUSKA,BORMASINA,MANIP;NIZNJI TAGILJ HIDP;03229;
0001113;GRADS ZAVOD ZA ZAST ZDRAV 840-627667-91;GRADSKI;00159;
1111222;HAFI ENGINEERING AUSTRIJA;HAFI AUTRIJA;00159;
1111223;INGVA CESKA;INGVA CESKA      A;03251;
1111226;SIMENS NEMACKA;SIMENS NEMACKA;00001;
1001202;TBX BELGIJA-KADE;TBX-KADE;00001;
1007013;HE  ZVORNIK  MALI ZVORNIK;ZVORNIK;03157;
1007014;TERMOELEKTRANA   KOLUBARA ;KOLUBARA;02902;
0000876;I.K.T.COMMERC BGD 260-0016010000603-55;I.K.T;00159;
1055404;GALBORO LONDON ENGLESKA;GALBORO ENGLESKA;00159;
0001009;XAJDUK REST BGD 205-23480-70;XAJDUK;00159;
1001203;GENDER GOSA;GENDER;02450;
1100412;SZR MIROX BGD 205-9529-19;MIROX;00159;
1007039;KOPEX MIN OPREMA;KOPEX;01759;
1007022;GAJIC SASA;SASA;02450;
1001300;SZR BRAVAR LIMAR PAVLICEV DRAGIS 260-019;BRAVAR;02450;
1001220;FOND ZA FINAN STAN SOLID 840-10644-12;FOND;02450;
1001322;DUMIVEX BGD 110-1026010001911-62;DUMIVEX;00159;
1001233;ROTEX SUBOTICA 355-1009917-75;ROTEX;02586;
1001234;PANKOMERC POZEGA 155-967-19;PAN;02099;
1001333;MINISTAR URBANIA I GRADJ 840-1562845-88;MINISTARSTVO;00159;
1001334;VANLI PREU BIL ANDJ 310-163051-37;BILANOVIC;02450;
1001400;SZTR STRUGARA BACIC 260-0116850010944-14;STRUGARA;03214;
1001444;CELIK VEL GRADISTE 105-833-52;CELIK;02915;Voje Bogdanovica 38
1001445;HM KAPITAL BGD 180-0112420101080-80;KAPITAL;00159;
1001204;HIDROTEHNIKA-HIDROMEHANIKA,BEOGRAD-TUNIS;LUKA TUNIS;00001;
1105555;FGUP  VO  TEHNOPROMEKSPORT MOSKVA;TEHNOPROMEKSPORT M;00159;
1105554;OCHI INZENYRING CESKA;OCHI INZENERING CE;00159;
1001446;MAG AUTO  POZ 180-80100101200-95;MAG;02098;
1001555;MIRKOS INTERNAC BGD 175-3004705-78;MIRKOS;00159;
1001556;SZTR SIM-TRADE PAL 160-36859-79;SIM;02450;
1001557;HERA KIKINDA 160-10056-75;HERA;01132;
1001558;AUTOPREVOZNIK PREDRAG MITRO 205-52962-88;AUTOPREVOZNIK;00159;
1001559;BALKAN GUM HEM IND BGD 355-1016358-55;BALKAN;00159;
1002233;METALIK KLADOVO 160-68225-71;METALIK;01139;
1002234;itmAED BGD 175-3005025-88;ITM;00159;
1002235;BEL EXPO BGD 205-11472-10;BEL;00159;
0002555;STRK PIRAMIDA  160-334787-53;PIRAMIDA;02895;STOJANA NOVAKOVICA 3
1007015;DUNAV GRUPA AGREGATI;DUNAV GRUPA;01796;
1007016;RAINBOW;RA;00022;
1007017;SRNDAK NIS;NIS;01759;
1007018;MZ TRNOVCE;T;03210;
1008019;O.S. Stanoje Glavas ;GLAVAS;00777;
1002552;AUTOPREVOXZ JANKOVIC ZIVO;AUTOPREVOZNIK;02450;
1002557;NIMEL DOO 355-1005690-49;NIMEL;00159;BEZANIJSKIH ILEGALACA 33
1111155;CERATIZIT AUSTRIJA;CERATIZIT AUSTRIJA;00001;
1111157;REXNORD NEMACKA;REXNORD NEMACKA;00159;
1111115;GANTREX GMBH NEMACKA;GANTREX NEMACKA  K;00159;
1111000;FIDES BEOGRAD;FIDES BEOGRAD;00159;
1001016;FINDOMESTIC;FINDOMESTIC;00159;
1001205;ELEKTROPRIVREDA MAKEDONIJE;ELEKTROPRIVREDA MA;00196;
1001206;TBX-DEALCO BELGIJA;TBX-DEALKO;00001;
1003125;VEJNOVIC I FAMILIJA PAL 205-27490-68;FAMILIJA;02450;
1666666;WAMPFLER NEMACKA;WAMPFLER NEMACKA;00159;
1651656;STEMMANN-TECHNIK GMBH NEMACKA;STEMMANN NEMACKA;00159;
1001566;RESTORAN ZUTI PAL 270-4849-76;ZUTI;02450;
